,uid,datetime,lat,lng
146,5d,2019-01-08 08:00:00.000000,34.00327428626773,-6.844882613883393
147,5d,2019-01-08 09:00:00.000000,34.000416290775604,-6.8570331738950285
148,5d,2019-01-08 12:00:00.000000,34.00327428626773,-6.844882613883393
149,5d,2019-01-08 14:00:00.000000,33.99931417249296,-6.847532410733636
150,5d,2019-01-08 15:00:00.000000,34.00327428626773,-6.844882613883393
151,5d,2019-01-09 08:00:00.000000,34.00327428626773,-6.844882613883393
152,5d,2019-01-09 16:00:00.000000,33.99931417249296,-6.847532410733636
153,5d,2019-01-10 08:00:00.000000,34.00327428626773,-6.844882613883393
154,5d,2019-01-10 12:00:00.000000,34.000416290775604,-6.8570331738950285
155,5d,2019-01-10 17:00:00.000000,34.00327428626773,-6.844882613883393
156,5d,2019-01-10 20:00:00.000000,34.000416290775604,-6.8570331738950285
157,5d,2019-01-11 08:00:00.000000,34.00327428626773,-6.844882613883393
158,5d,2019-01-11 23:00:00.000000,34.00533864884077,-6.849223529214748
159,5d,2019-01-12 11:00:00.000000,33.99931417249296,-6.847532410733636
160,5d,2019-01-12 12:00:00.000000,34.00327428626773,-6.844882613883393
161,5d,2019-01-12 13:00:00.000000,33.99931417249296,-6.847532410733636
162,5d,2019-01-12 15:00:00.000000,34.00327428626773,-6.844882613883393
163,5d,2019-01-12 18:00:00.000000,34.000416290775604,-6.8570331738950285
164,5d,2019-01-12 20:00:00.000000,34.00327428626773,-6.844882613883393
165,5d,2019-01-13 11:00:00.000000,34.000416290775604,-6.8570331738950285
166,5d,2019-01-13 12:00:00.000000,34.0000323716858,-6.854876780023617
167,5d,2019-01-13 15:00:00.000000,33.99968865979286,-6.852435083760751
168,5d,2019-01-14 13:00:00.000000,34.000416290775604,-6.8570331738950285
169,5d,2019-01-14 15:00:00.000000,34.00327428626773,-6.844882613883393
170,5d,2019-01-14 21:00:00.000000,34.0000323716858,-6.854876780023617
171,5d,2019-01-14 22:00:00.000000,34.000416290775604,-6.8570331738950285
172,5d,2019-01-15 01:00:00.000000,34.00327428626773,-6.844882613883393
173,6d,2019-01-01 08:00:00.000000,34.000416290775604,-6.8570331738950285
174,6d,2019-01-02 09:00:00.000000,34.0000323716858,-6.854876780023617
175,6d,2019-01-03 02:00:00.000000,34.000416290775604,-6.8570331738950285
176,6d,2019-01-03 03:00:00.000000,34.000416290775604,-6.8570331738950285
177,6d,2019-01-03 21:00:00.000000,34.0000323716858,-6.854876780023617
178,6d,2019-01-03 22:00:00.000000,34.000416290775604,-6.8570331738950285
179,6d,2019-01-04 02:00:00.000000,34.000416290775604,-6.8570331738950285
180,6d,2019-01-04 22:00:00.000000,34.0000323716858,-6.854876780023617
181,6d,2019-01-05 08:00:00.000000,34.000416290775604,-6.8570331738950285
182,6d,2019-01-06 14:00:00.000000,34.0000323716858,-6.854876780023617
183,6d,2019-01-06 17:00:00.000000,33.99968865979286,-6.852435083760751
184,6d,2019-01-07 08:00:00.000000,34.000416290775604,-6.8570331738950285
185,6d,2019-01-07 22:00:00.000000,34.0000323716858,-6.854876780023617
186,6d,2019-01-08 07:00:00.000000,34.000416290775604,-6.8570331738950285
187,6d,2019-01-08 18:00:00.000000,34.0000323716858,-6.854876780023617
188,6d,2019-01-08 20:00:00.000000,34.000416290775604,-6.8570331738950285
189,6d,2019-01-10 17:00:00.000000,34.00229617808194,-6.852955074799136
190,6d,2019-01-10 21:00:00.000000,34.000416290775604,-6.8570331738950285
191,6d,2019-01-10 22:00:00.000000,34.000416290775604,-6.8570331738950285
192,6d,2019-01-11 09:00:00.000000,34.0000323716858,-6.854876780023617
193,6d,2019-01-12 02:00:00.000000,34.000416290775604,-6.8570331738950285
194,6d,2019-01-12 08:00:00.000000,34.000416290775604,-6.8570331738950285
195,6d,2019-01-12 18:00:00.000000,34.0000323716858,-6.854876780023617
196,6d,2019-01-12 22:00:00.000000,34.000416290775604,-6.8570331738950285
197,6d,2019-01-14 18:00:00.000000,34.00229617808194,-6.852955074799136
198,6d,2019-01-14 22:00:00.000000,34.000416290775604,-6.8570331738950285
199,7d,2019-01-01 08:00:00.000000,34.00229617808194,-6.852955074799136
200,7d,2019-01-01 20:00:00.000000,34.0000323716858,-6.854876780023617
201,7d,2019-01-02 09:00:00.000000,34.00229617808194,-6.852955074799136
202,7d,2019-01-02 10:00:00.000000,34.00229617808194,-6.852955074799136
203,7d,2019-01-02 12:00:00.000000,34.00327428626773,-6.844882613883393
204,7d,2019-01-02 21:00:00.000000,34.00229617808194,-6.852955074799136
205,7d,2019-01-03 02:00:00.000000,34.00229617808194,-6.852955074799136
206,7d,2019-01-03 15:00:00.000000,33.99968865979286,-6.852435083760751
207,7d,2019-01-03 18:00:00.000000,34.00229617808194,-6.852955074799136
208,7d,2019-01-03 21:00:00.000000,34.00327428626773,-6.844882613883393
209,7d,2019-01-03 22:00:00.000000,34.00229617808194,-6.852955074799136
210,7d,2019-01-04 08:00:00.000000,34.00229617808194,-6.852955074799136
211,7d,2019-01-05 19:00:00.000000,33.99968865979286,-6.852435083760751
212,7d,2019-01-05 20:00:00.000000,34.00229617808194,-6.852955074799136
213,7d,2019-01-06 06:00:00.000000,34.00229617808194,-6.852955074799136
214,7d,2019-01-06 22:00:00.000000,34.000416290775604,-6.8570331738950285
215,7d,2019-01-07 19:00:00.000000,34.0000323716858,-6.854876780023617
216,7d,2019-01-07 20:00:00.000000,34.00229617808194,-6.852955074799136
217,7d,2019-01-07 22:00:00.000000,34.00327428626773,-6.844882613883393
218,7d,2019-01-08 19:00:00.000000,33.99968865979286,-6.852435083760751
219,7d,2019-01-09 09:00:00.000000,34.00229617808194,-6.852955074799136
220,7d,2019-01-09 14:00:00.000000,34.0000323716858,-6.854876780023617
221,7d,2019-01-09 15:00:00.000000,34.00229617808194,-6.852955074799136
222,7d,2019-01-09 19:00:00.000000,34.000416290775604,-6.8570331738950285
223,7d,2019-01-09 21:00:00.000000,34.0000323716858,-6.854876780023617
224,7d,2019-01-10 08:00:00.000000,34.00229617808194,-6.852955074799136
225,7d,2019-01-11 12:00:00.000000,34.000416290775604,-6.8570331738950285
226,7d,2019-01-12 09:00:00.000000,34.00229617808194,-6.852955074799136
227,7d,2019-01-13 08:00:00.000000,33.99968865979286,-6.852435083760751
228,7d,2019-01-13 12:00:00.000000,34.00327428626773,-6.844882613883393
229,7d,2019-01-13 14:00:00.000000,33.99968865979286,-6.852435083760751
230,7d,2019-01-14 04:00:00.000000,34.00229617808194,-6.852955074799136
231,7d,2019-01-15 00:00:00.000000,34.0000323716858,-6.854876780023617
232,7d,2019-01-15 01:00:00.000000,33.99968865979286,-6.852435083760751
233,7d,2019-01-15 02:00:00.000000,34.00229617808194,-6.852955074799136
234,8d,2019-01-01 08:00:00.000000,33.99968865979286,-6.852435083760751
235,8d,2019-01-02 08:00:00.000000,34.0000323716858,-6.854876780023617
236,8d,2019-01-02 12:00:00.000000,33.99968865979286,-6.852435083760751
237,8d,2019-01-03 20:00:00.000000,34.0000323716858,-6.854876780023617
238,8d,2019-01-04 08:00:00.000000,33.99968865979286,-6.852435083760751
239,8d,2019-01-04 13:00:00.000000,34.000416290775604,-6.8570331738950285
240,8d,2019-01-05 04:00:00.000000,33.99968865979286,-6.852435083760751
241,8d,2019-01-05 14:00:00.000000,34.00229617808194,-6.852955074799136
242,8d,2019-01-05 15:00:00.000000,33.99968865979286,-6.852435083760751
243,8d,2019-01-06 08:00:00.000000,33.99968865979286,-6.852435083760751
244,8d,2019-01-08 13:00:00.000000,34.00229617808194,-6.852955074799136
245,8d,2019-01-09 07:00:00.000000,33.99968865979286,-6.852435083760751
246,8d,2019-01-10 00:00:00.000000,34.0000323716858,-6.854876780023617
247,8d,2019-01-10 17:00:00.000000,33.99968865979286,-6.852435083760751
248,8d,2019-01-10 18:00:00.000000,34.0000323716858,-6.854876780023617
249,8d,2019-01-11 03:00:00.000000,33.99968865979286,-6.852435083760751
250,8d,2019-01-11 13:00:00.000000,34.000416290775604,-6.8570331738950285
251,8d,2019-01-11 14:00:00.000000,33.99968865979286,-6.852435083760751
252,8d,2019-01-12 13:00:00.000000,34.0000323716858,-6.854876780023617
253,8d,2019-01-12 17:00:00.000000,34.000416290775604,-6.8570331738950285
254,8d,2019-01-12 18:00:00.000000,34.00229617808194,-6.852955074799136
255,8d,2019-01-12 19:00:00.000000,33.99968865979286,-6.852435083760751
256,8d,2019-01-13 09:00:00.000000,33.99968865979286,-6.852435083760751
257,8d,2019-01-13 21:00:00.000000,34.0000323716858,-6.854876780023617
258,8d,2019-01-14 06:00:00.000000,33.99968865979286,-6.852435083760751
259,8d,2019-01-14 10:00:00.000000,34.0000323716858,-6.854876780023617
260,8d,2019-01-14 11:00:00.000000,34.00229617808194,-6.852955074799136
261,8d,2019-01-14 12:00:00.000000,33.99968865979286,-6.852435083760751
262,8d,2019-01-14 20:00:00.000000,34.00229617808194,-6.852955074799136
263,9d,2019-01-01 08:00:00.000000,34.00327428626773,-6.844882613883393
264,9d,2019-01-01 13:00:00.000000,33.99931417249296,-6.847532410733636
265,9d,2019-01-01 17:00:00.000000,34.00327428626773,-6.844882613883393
266,9d,2019-01-01 18:00:00.000000,33.99931417249296,-6.847532410733636
267,9d,2019-01-01 19:00:00.000000,34.00327428626773,-6.844882613883393
268,9d,2019-01-01 22:00:00.000000,33.99968865979286,-6.852435083760751
269,9d,2019-01-02 01:00:00.000000,34.000416290775604,-6.8570331738950285
270,9d,2019-01-02 08:00:00.000000,34.00327428626773,-6.844882613883393
271,9d,2019-01-02 17:00:00.000000,34.000416290775604,-6.8570331738950285
272,9d,2019-01-03 08:00:00.000000,34.0000323716858,-6.854876780023617
273,9d,2019-01-03 10:00:00.000000,34.00327428626773,-6.844882613883393
274,9d,2019-01-03 17:00:00.000000,34.000416290775604,-6.8570331738950285
275,9d,2019-01-03 20:00:00.000000,34.00327428626773,-6.844882613883393
276,9d,2019-01-04 20:00:00.000000,34.000416290775604,-6.8570331738950285
277,9d,2019-01-05 08:00:00.000000,34.00327428626773,-6.844882613883393
278,9d,2019-01-05 13:00:00.000000,34.000416290775604,-6.8570331738950285
279,9d,2019-01-06 07:00:00.000000,34.00327428626773,-6.844882613883393
280,9d,2019-01-06 13:00:00.000000,34.000416290775604,-6.8570331738950285
281,9d,2019-01-06 14:00:00.000000,34.0000323716858,-6.854876780023617
282,9d,2019-01-07 04:00:00.000000,34.00327428626773,-6.844882613883393
283,9d,2019-01-07 09:00:00.000000,34.000416290775604,-6.8570331738950285
284,9d,2019-01-08 02:00:00.000000,34.00327428626773,-6.844882613883393
285,9d,2019-01-08 18:00:00.000000,34.000416290775604,-6.8570331738950285
286,9d,2019-01-08 20:00:00.000000,34.00327428626773,-6.844882613883393
287,9d,2019-01-08 21:00:00.000000,34.000416290775604,-6.8570331738950285
288,9d,2019-01-09 08:00:00.000000,34.00327428626773,-6.844882613883393
289,9d,2019-01-09 11:00:00.000000,34.000416290775604,-6.8570331738950285
290,9d,2019-01-09 18:00:00.000000,34.0000323716858,-6.854876780023617
291,9d,2019-01-09 19:00:00.000000,34.00327428626773,-6.844882613883393
292,9d,2019-01-10 09:00:00.000000,33.99931417249296,-6.847532410733636
293,9d,2019-01-11 02:00:00.000000,34.00327428626773,-6.844882613883393
294,9d,2019-01-11 03:00:00.000000,34.00327428626773,-6.844882613883393
295,9d,2019-01-11 17:00:00.000000,33.99931417249296,-6.847532410733636
296,9d,2019-01-11 21:00:00.000000,34.00229617808194,-6.852955074799136
297,9d,2019-01-12 02:00:00.000000,34.0000323716858,-6.854876780023617
298,9d,2019-01-12 03:00:00.000000,34.00327428626773,-6.844882613883393
299,9d,2019-01-12 13:00:00.000000,34.000416290775604,-6.8570331738950285
300,9d,2019-01-12 17:00:00.000000,33.99931417249296,-6.847532410733636
301,9d,2019-01-12 23:00:00.000000,34.00327428626773,-6.844882613883393
302,9d,2019-01-13 04:00:00.000000,34.00327428626773,-6.844882613883393
303,9d,2019-01-13 18:00:00.000000,34.000416290775604,-6.8570331738950285
304,9d,2019-01-13 22:00:00.000000,34.00327428626773,-6.844882613883393
305,9d,2019-01-14 21:00:00.000000,34.00229617808194,-6.852955074799136
306,10d,2019-01-01 08:00:00.000000,33.995105089548446,-6.854208226969944
307,10d,2019-01-01 20:00:00.000000,34.00229617808194,-6.852955074799136
308,10d,2019-01-02 08:00:00.000000,33.995105089548446,-6.854208226969944
309,10d,2019-01-02 20:00:00.000000,34.00229617808194,-6.852955074799136
310,10d,2019-01-02 22:00:00.000000,33.995105089548446,-6.854208226969944
311,10d,2019-01-03 09:00:00.000000,33.995105089548446,-6.854208226969944
312,10d,2019-01-04 21:00:00.000000,34.00229617808194,-6.852955074799136
313,10d,2019-01-05 08:00:00.000000,33.995105089548446,-6.854208226969944
314,10d,2019-01-05 10:00:00.000000,34.000416290775604,-6.8570331738950285
315,10d,2019-01-05 15:00:00.000000,33.995105089548446,-6.854208226969944
316,10d,2019-01-06 08:00:00.000000,33.995105089548446,-6.854208226969944
317,10d,2019-01-06 11:00:00.000000,34.000416290775604,-6.8570331738950285
318,10d,2019-01-06 17:00:00.000000,33.995105089548446,-6.854208226969944
319,10d,2019-01-06 19:00:00.000000,34.00229617808194,-6.852955074799136
320,10d,2019-01-06 22:00:00.000000,33.995105089548446,-6.854208226969944
321,10d,2019-01-07 08:00:00.000000,33.995105089548446,-6.854208226969944
322,10d,2019-01-08 14:00:00.000000,34.000416290775604,-6.8570331738950285
323,10d,2019-01-08 15:00:00.000000,33.995105089548446,-6.854208226969944
324,10d,2019-01-08 22:00:00.000000,33.995105089548446,-6.854208226969944
325,10d,2019-01-08 23:00:00.000000,34.000416290775604,-6.8570331738950285
326,10d,2019-01-09 08:00:00.000000,33.995105089548446,-6.854208226969944
327,10d,2019-01-09 23:00:00.000000,34.00229617808194,-6.852955074799136
328,10d,2019-01-10 08:00:00.000000,34.000416290775604,-6.8570331738950285
329,10d,2019-01-10 11:00:00.000000,33.995105089548446,-6.854208226969944
330,10d,2019-01-10 12:00:00.000000,34.00229617808194,-6.852955074799136
331,10d,2019-01-10 15:00:00.000000,34.000416290775604,-6.8570331738950285
332,10d,2019-01-10 18:00:00.000000,34.00229617808194,-6.852955074799136
333,10d,2019-01-10 23:00:00.000000,33.995105089548446,-6.854208226969944
334,10d,2019-01-11 21:00:00.000000,33.99931417249296,-6.847532410733636
335,10d,2019-01-12 09:00:00.000000,33.995105089548446,-6.854208226969944
336,10d,2019-01-12 10:00:00.000000,34.00229617808194,-6.852955074799136
337,10d,2019-01-12 15:00:00.000000,33.995105089548446,-6.854208226969944
338,10d,2019-01-12 16:00:00.000000,34.00229617808194,-6.852955074799136
339,10d,2019-01-12 18:00:00.000000,33.995105089548446,-6.854208226969944
340,10d,2019-01-12 19:00:00.000000,34.00229617808194,-6.852955074799136
341,10d,2019-01-12 20:00:00.000000,33.99931417249296,-6.847532410733636
342,10d,2019-01-13 06:00:00.000000,33.995105089548446,-6.854208226969944
343,10d,2019-01-13 19:00:00.000000,34.00229617808194,-6.852955074799136
344,10d,2019-01-13 22:00:00.000000,34.000416290775604,-6.8570331738950285
345,10d,2019-01-14 08:00:00.000000,33.995105089548446,-6.854208226969944
346,10d,2019-01-14 12:00:00.000000,34.00229617808194,-6.852955074799136
347,10d,2019-01-14 21:00:00.000000,33.995105089548446,-6.854208226969944
348,11d,2019-01-01 08:00:00.000000,33.99931417249296,-6.847532410733636
349,11d,2019-01-01 23:00:00.000000,34.000416290775604,-6.8570331738950285
350,11d,2019-01-02 00:00:00.000000,33.99931417249296,-6.847532410733636
351,11d,2019-01-04 21:00:00.000000,34.000416290775604,-6.8570331738950285
352,11d,2019-01-05 08:00:00.000000,33.99931417249296,-6.847532410733636
353,11d,2019-01-05 20:00:00.000000,34.000416290775604,-6.8570331738950285
354,11d,2019-01-06 08:00:00.000000,33.99931417249296,-6.847532410733636
355,11d,2019-01-06 19:00:00.000000,34.00229617808194,-6.852955074799136
356,11d,2019-01-07 08:00:00.000000,33.99931417249296,-6.847532410733636
357,11d,2019-01-07 10:00:00.000000,33.99968865979286,-6.852435083760751
358,11d,2019-01-07 12:00:00.000000,33.99931417249296,-6.847532410733636
359,11d,2019-01-07 23:00:00.000000,34.000416290775604,-6.8570331738950285
360,11d,2019-01-08 00:00:00.000000,33.99931417249296,-6.847532410733636
361,11d,2019-01-08 10:00:00.000000,34.00327428626773,-6.844882613883393
362,11d,2019-01-08 12:00:00.000000,33.99931417249296,-6.847532410733636
363,11d,2019-01-08 14:00:00.000000,34.00229617808194,-6.852955074799136
364,11d,2019-01-09 04:00:00.000000,33.99931417249296,-6.847532410733636
