,zone_id,date_period,zone_score
102,lot 3,2019-01-05 15:00:00,0.0
103,lot 3,2019-01-05 16:00:00,0.0
104,lot 3,2019-01-05 17:00:00,0.0
105,lot 3,2019-01-05 18:00:00,0.0
106,lot 3,2019-01-05 19:00:00,0.0
107,lot 3,2019-01-05 20:00:00,0.0
108,lot 3,2019-01-05 21:00:00,0.0
109,lot 3,2019-01-05 22:00:00,4.094136296207832
110,lot 3,2019-01-05 23:00:00,0.0
111,lot 3,2019-01-06 00:00:00,0.0
112,lot 3,2019-01-06 01:00:00,0.0
113,lot 3,2019-01-06 02:00:00,0.0
114,lot 3,2019-01-06 03:00:00,0.0
115,lot 3,2019-01-06 04:00:00,0.0
116,lot 3,2019-01-06 05:00:00,0.0
117,lot 3,2019-01-06 06:00:00,0.0
118,lot 3,2019-01-06 07:00:00,0.0
119,lot 3,2019-01-06 08:00:00,0.28460563654276455
120,lot 3,2019-01-06 09:00:00,0.0
121,lot 3,2019-01-06 10:00:00,0.0
122,lot 3,2019-01-06 11:00:00,0.0
123,lot 3,2019-01-06 12:00:00,0.0
124,lot 3,2019-01-06 13:00:00,0.0
125,lot 3,2019-01-06 14:00:00,0.0
126,lot 3,2019-01-06 15:00:00,0.0
127,lot 3,2019-01-06 16:00:00,0.0
128,lot 3,2019-01-06 17:00:00,0.0
129,lot 3,2019-01-06 18:00:00,0.0
130,lot 3,2019-01-06 19:00:00,0.0
131,lot 3,2019-01-06 20:00:00,0.0
132,lot 3,2019-01-06 21:00:00,0.0
133,lot 3,2019-01-06 22:00:00,0.0
134,lot 3,2019-01-06 23:00:00,0.0
135,lot 3,2019-01-07 00:00:00,0.0
136,lot 3,2019-01-07 01:00:00,0.0
137,lot 3,2019-01-07 02:00:00,0.0
138,lot 3,2019-01-07 03:00:00,0.0
139,lot 3,2019-01-07 04:00:00,0.0
140,lot 3,2019-01-07 05:00:00,0.0
141,lot 3,2019-01-07 06:00:00,0.0
142,lot 3,2019-01-07 07:00:00,0.0
143,lot 3,2019-01-07 08:00:00,0.0
144,lot 3,2019-01-07 09:00:00,0.0
145,lot 3,2019-01-07 10:00:00,0.0
146,lot 3,2019-01-07 11:00:00,0.0
147,lot 3,2019-01-07 12:00:00,0.0
148,lot 3,2019-01-07 13:00:00,0.0
149,lot 3,2019-01-07 14:00:00,0.0
150,lot 3,2019-01-07 15:00:00,0.0
151,lot 3,2019-01-07 16:00:00,0.0
152,lot 3,2019-01-07 17:00:00,0.0
153,lot 3,2019-01-07 18:00:00,0.0
154,lot 3,2019-01-07 19:00:00,0.0
155,lot 3,2019-01-07 20:00:00,0.0
156,lot 3,2019-01-07 21:00:00,0.0
157,lot 3,2019-01-07 22:00:00,0.0
158,lot 3,2019-01-07 23:00:00,0.0
159,lot 3,2019-01-08 00:00:00,0.0
160,lot 3,2019-01-08 01:00:00,0.0
161,lot 3,2019-01-08 02:00:00,0.0
162,lot 3,2019-01-08 03:00:00,0.28460563654276455
163,lot 3,2019-01-08 04:00:00,0.0
164,lot 3,2019-01-08 05:00:00,0.0
165,lot 3,2019-01-08 06:00:00,0.0
166,lot 3,2019-01-08 07:00:00,0.0
167,lot 3,2019-01-08 08:00:00,0.0
168,lot 3,2019-01-08 09:00:00,0.0
169,lot 3,2019-01-08 10:00:00,0.0
170,lot 3,2019-01-08 11:00:00,0.0
171,lot 3,2019-01-08 12:00:00,19.268129500954384
172,lot 3,2019-01-08 13:00:00,0.0
173,lot 3,2019-01-08 14:00:00,0.0
174,lot 3,2019-01-08 15:00:00,0.0
175,lot 3,2019-01-08 16:00:00,0.0
176,lot 3,2019-01-08 17:00:00,0.0
177,lot 3,2019-01-08 18:00:00,0.0
178,lot 3,2019-01-08 19:00:00,0.0
179,lot 3,2019-01-08 20:00:00,0.0
180,lot 3,2019-01-08 21:00:00,0.0
181,lot 3,2019-01-08 22:00:00,0.0
182,lot 3,2019-01-08 23:00:00,0.0
183,lot 3,2019-01-09 00:00:00,0.0
184,lot 3,2019-01-09 01:00:00,0.0
185,lot 3,2019-01-09 02:00:00,0.0
186,lot 3,2019-01-09 03:00:00,0.0
187,lot 3,2019-01-09 04:00:00,14.210131766038868
188,lot 3,2019-01-09 05:00:00,0.0
189,lot 3,2019-01-09 06:00:00,0.0
190,lot 3,2019-01-09 07:00:00,0.0
191,lot 3,2019-01-09 08:00:00,10.115995469831033
192,lot 3,2019-01-09 09:00:00,0.0
193,lot 3,2019-01-09 10:00:00,0.0
194,lot 3,2019-01-09 11:00:00,0.0
195,lot 3,2019-01-09 12:00:00,0.0
196,lot 3,2019-01-09 13:00:00,0.0
197,lot 3,2019-01-09 14:00:00,0.0
198,lot 3,2019-01-09 15:00:00,0.0
199,lot 3,2019-01-09 16:00:00,0.0
200,lot 3,2019-01-09 17:00:00,0.0
201,lot 3,2019-01-09 18:00:00,0.0
202,lot 3,2019-01-09 19:00:00,0.0
203,lot 3,2019-01-09 20:00:00,0.0
204,lot 3,2019-01-09 21:00:00,0.0
205,lot 3,2019-01-09 22:00:00,0.0
206,lot 3,2019-01-09 23:00:00,0.0
207,lot 3,2019-01-10 00:00:00,0.0
208,lot 3,2019-01-10 01:00:00,0.0
209,lot 3,2019-01-10 02:00:00,0.0
210,lot 3,2019-01-10 03:00:00,0.0
211,lot 3,2019-01-10 04:00:00,0.0
212,lot 3,2019-01-10 05:00:00,0.0
213,lot 3,2019-01-10 06:00:00,0.0
214,lot 3,2019-01-10 07:00:00,0.0
215,lot 3,2019-01-10 08:00:00,5.057997734915516
216,lot 3,2019-01-10 09:00:00,0.0
217,lot 3,2019-01-10 10:00:00,0.0
218,lot 3,2019-01-10 11:00:00,0.0
219,lot 3,2019-01-10 12:00:00,0.0
220,lot 3,2019-01-10 13:00:00,0.0
221,lot 3,2019-01-10 14:00:00,0.0
222,lot 3,2019-01-10 15:00:00,0.0
223,lot 3,2019-01-10 16:00:00,0.0
224,lot 3,2019-01-10 17:00:00,0.0
225,lot 3,2019-01-10 18:00:00,0.0
226,lot 3,2019-01-10 19:00:00,0.0
227,lot 3,2019-01-10 20:00:00,0.0
228,lot 3,2019-01-10 21:00:00,0.0
229,lot 3,2019-01-10 22:00:00,0.0
230,lot 3,2019-01-10 23:00:00,0.0
231,lot 3,2019-01-11 00:00:00,0.0
232,lot 3,2019-01-11 01:00:00,0.0
233,lot 3,2019-01-11 02:00:00,0.0
234,lot 3,2019-01-11 03:00:00,0.0
235,lot 3,2019-01-11 04:00:00,0.0
236,lot 3,2019-01-11 05:00:00,0.0
237,lot 3,2019-01-11 06:00:00,0.0
238,lot 3,2019-01-11 07:00:00,0.0
239,lot 3,2019-01-11 08:00:00,14.210131766038868
240,lot 3,2019-01-11 09:00:00,0.0
241,lot 3,2019-01-11 10:00:00,0.0
242,lot 3,2019-01-11 11:00:00,0.0
243,lot 3,2019-01-11 12:00:00,5.057997734915516
244,lot 3,2019-01-11 13:00:00,0.0
245,lot 3,2019-01-11 14:00:00,0.0
246,lot 3,2019-01-11 15:00:00,0.0
247,lot 3,2019-01-11 16:00:00,0.0
248,lot 3,2019-01-11 17:00:00,0.0
249,lot 3,2019-01-11 18:00:00,0.0
250,lot 3,2019-01-11 19:00:00,0.0
251,lot 3,2019-01-11 20:00:00,0.0
252,lot 3,2019-01-11 21:00:00,0.0
253,lot 3,2019-01-11 22:00:00,0.0
254,lot 3,2019-01-11 23:00:00,0.0
255,lot 3,2019-01-12 00:00:00,0.0
256,lot 3,2019-01-12 01:00:00,0.0
257,lot 3,2019-01-12 02:00:00,0.0
258,lot 3,2019-01-12 03:00:00,0.0
259,lot 3,2019-01-12 04:00:00,0.0
260,lot 3,2019-01-12 05:00:00,0.0
261,lot 3,2019-01-12 06:00:00,0.0
262,lot 3,2019-01-12 07:00:00,0.0
263,lot 3,2019-01-12 08:00:00,0.0
264,lot 3,2019-01-12 09:00:00,0.0
265,lot 3,2019-01-12 10:00:00,0.0
266,lot 3,2019-01-12 11:00:00,0.0
267,lot 3,2019-01-12 12:00:00,0.0
268,lot 3,2019-01-12 13:00:00,0.0
269,lot 3,2019-01-12 14:00:00,0.0
270,lot 3,2019-01-12 15:00:00,0.0
271,lot 3,2019-01-12 16:00:00,0.0
272,lot 3,2019-01-12 17:00:00,0.0
273,lot 3,2019-01-12 18:00:00,0.0
274,lot 3,2019-01-12 19:00:00,0.0
275,lot 3,2019-01-12 20:00:00,0.0
276,lot 3,2019-01-12 21:00:00,0.0
277,lot 3,2019-01-12 22:00:00,5.057997734915516
278,lot 3,2019-01-12 23:00:00,0.0
279,lot 3,2019-01-13 00:00:00,0.0
280,lot 3,2019-01-13 01:00:00,0.0
281,lot 3,2019-01-13 02:00:00,5.057997734915516
282,lot 3,2019-01-13 03:00:00,14.210131766038868
283,lot 3,2019-01-13 04:00:00,0.0
284,lot 3,2019-01-13 05:00:00,0.0
285,lot 3,2019-01-13 06:00:00,0.0
286,lot 3,2019-01-13 07:00:00,0.0
287,lot 3,2019-01-13 08:00:00,10.400601106373797
288,lot 3,2019-01-13 09:00:00,0.0
289,lot 3,2019-01-13 10:00:00,0.0
290,lot 3,2019-01-13 11:00:00,0.0
291,lot 3,2019-01-13 12:00:00,0.28460563654276455
292,lot 3,2019-01-13 13:00:00,0.0
293,lot 3,2019-01-13 14:00:00,0.0
294,lot 3,2019-01-13 15:00:00,0.0
295,lot 3,2019-01-13 16:00:00,0.0
296,lot 3,2019-01-13 17:00:00,0.0
297,lot 3,2019-01-13 18:00:00,0.0
298,lot 3,2019-01-13 19:00:00,0.0
299,lot 3,2019-01-13 20:00:00,0.0
300,lot 3,2019-01-13 21:00:00,0.0
301,lot 3,2019-01-13 22:00:00,0.0
302,lot 3,2019-01-13 23:00:00,0.0
303,lot 3,2019-01-14 00:00:00,0.0
304,lot 3,2019-01-14 01:00:00,0.0
305,lot 3,2019-01-14 02:00:00,0.0
306,lot 3,2019-01-14 03:00:00,32.82757765560588
307,lot 3,2019-01-14 04:00:00,0.0
308,lot 3,2019-01-14 05:00:00,0.0
309,lot 3,2019-01-14 06:00:00,0.0
310,lot 3,2019-01-14 07:00:00,0.0
311,lot 3,2019-01-14 08:00:00,0.0
312,lot 3,2019-01-14 09:00:00,0.0
313,lot 3,2019-01-14 10:00:00,0.0
314,lot 3,2019-01-14 11:00:00,0.0
315,lot 3,2019-01-14 12:00:00,0.0
316,lot 3,2019-01-14 13:00:00,0.0
317,lot 3,2019-01-14 14:00:00,0.0
318,lot 3,2019-01-14 15:00:00,0.0
319,lot 3,2019-01-14 16:00:00,0.0
320,lot 3,2019-01-14 17:00:00,0.0
321,lot 3,2019-01-14 18:00:00,0.0
322,lot 3,2019-01-14 19:00:00,0.0
323,lot 3,2019-01-14 20:00:00,0.0
324,lot 3,2019-01-14 21:00:00,0.0
325,lot 3,2019-01-14 22:00:00,0.0
326,lot 3,2019-01-14 23:00:00,0.0
327,lot 3,2019-01-15 00:00:00,0.0
328,lot 3,2019-01-15 01:00:00,0.0
329,lot 3,2019-01-15 02:00:00,0.0
330,lot 3,2019-01-15 03:00:00,0.0
331,lot 3,2019-01-15 04:00:00,0.0
332,lot 3,2019-01-15 05:00:00,0.0
333,lot 3,2019-01-15 06:00:00,0.0
334,lot 3,2019-01-15 07:00:00,0.0
335,parking,2019-01-01 09:00:00,0.0
336,parking,2019-01-01 10:00:00,0.0
337,parking,2019-01-01 11:00:00,0.0
338,parking,2019-01-01 12:00:00,0.0
339,parking,2019-01-01 13:00:00,0.0
340,parking,2019-01-01 14:00:00,0.0
341,parking,2019-01-01 15:00:00,0.0
342,parking,2019-01-01 16:00:00,0.0
343,parking,2019-01-01 17:00:00,0.0
344,parking,2019-01-01 18:00:00,0.0
345,parking,2019-01-01 19:00:00,0.0
346,parking,2019-01-01 20:00:00,0.0
347,parking,2019-01-01 21:00:00,0.0
348,parking,2019-01-01 22:00:00,0.0
349,parking,2019-01-01 23:00:00,0.0
350,parking,2019-01-02 00:00:00,0.0
351,parking,2019-01-02 01:00:00,0.0
352,parking,2019-01-02 02:00:00,0.0
353,parking,2019-01-02 03:00:00,0.0
354,parking,2019-01-02 04:00:00,0.0
355,parking,2019-01-02 05:00:00,0.0
356,parking,2019-01-02 06:00:00,0.0
357,parking,2019-01-02 07:00:00,0.0
358,parking,2019-01-02 08:00:00,0.4269084548141468
359,parking,2019-01-02 09:00:00,0.0
360,parking,2019-01-02 10:00:00,0.0
361,parking,2019-01-02 11:00:00,0.0
362,parking,2019-01-02 12:00:00,0.0
363,parking,2019-01-02 13:00:00,0.0
364,parking,2019-01-02 14:00:00,0.0
365,parking,2019-01-02 15:00:00,0.0
366,parking,2019-01-02 16:00:00,0.28460563654276455
367,parking,2019-01-02 17:00:00,0.0
368,parking,2019-01-02 18:00:00,0.0
369,parking,2019-01-02 19:00:00,0.0
370,parking,2019-01-02 20:00:00,0.0
371,parking,2019-01-02 21:00:00,0.0
372,parking,2019-01-02 22:00:00,0.0
373,parking,2019-01-02 23:00:00,0.0
374,parking,2019-01-03 00:00:00,0.0
375,parking,2019-01-03 01:00:00,0.0
376,parking,2019-01-03 02:00:00,0.0
377,parking,2019-01-03 03:00:00,0.0
378,parking,2019-01-03 04:00:00,0.0
379,parking,2019-01-03 05:00:00,0.0
380,parking,2019-01-03 06:00:00,0.0
381,parking,2019-01-03 07:00:00,0.0
382,parking,2019-01-03 08:00:00,0.0
383,parking,2019-01-03 09:00:00,0.0
384,parking,2019-01-03 10:00:00,0.0
385,parking,2019-01-03 11:00:00,0.0
386,parking,2019-01-03 12:00:00,0.0
387,parking,2019-01-03 13:00:00,0.0
388,parking,2019-01-03 14:00:00,0.0
389,parking,2019-01-03 15:00:00,0.0
390,parking,2019-01-03 16:00:00,0.0
391,parking,2019-01-03 17:00:00,0.0
392,parking,2019-01-03 18:00:00,0.0
393,parking,2019-01-03 19:00:00,0.0
394,parking,2019-01-03 20:00:00,0.0
395,parking,2019-01-03 21:00:00,0.0
396,parking,2019-01-03 22:00:00,0.0
397,parking,2019-01-03 23:00:00,0.0
398,parking,2019-01-04 00:00:00,0.0
399,parking,2019-01-04 01:00:00,0.0
400,parking,2019-01-04 02:00:00,0.0
401,parking,2019-01-04 03:00:00,0.0
402,parking,2019-01-04 04:00:00,0.0
403,parking,2019-01-04 05:00:00,0.0
404,parking,2019-01-04 06:00:00,0.0
405,parking,2019-01-04 07:00:00,0.0
406,parking,2019-01-04 08:00:00,0.0
407,parking,2019-01-04 09:00:00,0.0
408,parking,2019-01-04 10:00:00,0.0
409,parking,2019-01-04 11:00:00,0.0
410,parking,2019-01-04 12:00:00,0.0
411,parking,2019-01-04 13:00:00,0.0
412,parking,2019-01-04 14:00:00,0.0
413,parking,2019-01-04 15:00:00,0.0
414,parking,2019-01-04 16:00:00,0.0
415,parking,2019-01-04 17:00:00,0.0
416,parking,2019-01-04 18:00:00,0.0
417,parking,2019-01-04 19:00:00,0.0
418,parking,2019-01-04 20:00:00,0.0
419,parking,2019-01-04 21:00:00,0.0
420,parking,2019-01-04 22:00:00,0.0
421,parking,2019-01-04 23:00:00,0.0
422,parking,2019-01-05 00:00:00,0.0
423,parking,2019-01-05 01:00:00,0.0
424,parking,2019-01-05 02:00:00,0.0
425,parking,2019-01-05 03:00:00,0.0
426,parking,2019-01-05 04:00:00,0.0
427,parking,2019-01-05 05:00:00,0.0
428,parking,2019-01-05 06:00:00,0.0
429,parking,2019-01-05 07:00:00,0.0
430,parking,2019-01-05 08:00:00,0.0
431,parking,2019-01-05 09:00:00,0.0
432,parking,2019-01-05 10:00:00,0.0
433,parking,2019-01-05 11:00:00,0.0
434,parking,2019-01-05 12:00:00,0.0
435,parking,2019-01-05 13:00:00,0.0
436,parking,2019-01-05 14:00:00,0.0
437,parking,2019-01-05 15:00:00,0.0
438,parking,2019-01-05 16:00:00,0.0
439,parking,2019-01-05 17:00:00,0.0
440,parking,2019-01-05 18:00:00,0.0
441,parking,2019-01-05 19:00:00,0.0
442,parking,2019-01-05 20:00:00,0.0
443,parking,2019-01-05 21:00:00,0.0
444,parking,2019-01-05 22:00:00,0.0
445,parking,2019-01-05 23:00:00,0.0
446,parking,2019-01-06 00:00:00,0.0
447,parking,2019-01-06 01:00:00,0.0
448,parking,2019-01-06 02:00:00,0.0
449,parking,2019-01-06 03:00:00,0.0
450,parking,2019-01-06 04:00:00,0.28460563654276455
451,parking,2019-01-06 05:00:00,0.0
452,parking,2019-01-06 06:00:00,2.047068148103916
453,parking,2019-01-06 07:00:00,0.0
454,parking,2019-01-06 08:00:00,8.615181047229811
455,parking,2019-01-06 09:00:00,0.0
456,parking,2019-01-06 10:00:00,0.0
457,parking,2019-01-06 11:00:00,0.0
458,parking,2019-01-06 12:00:00,2.047068148103916
459,parking,2019-01-06 13:00:00,0.0
460,parking,2019-01-06 14:00:00,0.0
461,parking,2019-01-06 15:00:00,0.0
462,parking,2019-01-06 16:00:00,6.568112899125896
463,parking,2019-01-06 17:00:00,0.0
464,parking,2019-01-06 18:00:00,0.0
465,parking,2019-01-06 19:00:00,0.0
466,parking,2019-01-06 20:00:00,0.0
467,parking,2019-01-06 21:00:00,0.0
468,parking,2019-01-06 22:00:00,3.3347623390970087
469,parking,2019-01-06 23:00:00,0.0
470,parking,2019-01-07 00:00:00,0.0
471,parking,2019-01-07 01:00:00,0.0
472,parking,2019-01-07 02:00:00,0.0
473,parking,2019-01-07 03:00:00,0.0
474,parking,2019-01-07 04:00:00,0.0
475,parking,2019-01-07 05:00:00,0.0
476,parking,2019-01-07 06:00:00,2.047068148103916
477,parking,2019-01-07 07:00:00,0.0
478,parking,2019-01-07 08:00:00,6.568112899125896
479,parking,2019-01-07 09:00:00,0.0
480,parking,2019-01-07 10:00:00,0.0
481,parking,2019-01-07 11:00:00,2.047068148103916
482,parking,2019-01-07 12:00:00,0.0
483,parking,2019-01-07 13:00:00,0.0
484,parking,2019-01-07 14:00:00,0.0
485,parking,2019-01-07 15:00:00,0.0
486,parking,2019-01-07 16:00:00,0.0
487,parking,2019-01-07 17:00:00,0.0
488,parking,2019-01-07 18:00:00,0.0
489,parking,2019-01-07 19:00:00,0.0
490,parking,2019-01-07 20:00:00,0.0
491,parking,2019-01-07 21:00:00,8.392760074012525
492,parking,2019-01-07 22:00:00,0.0
493,parking,2019-01-07 23:00:00,0.0
494,parking,2019-01-08 00:00:00,0.0
495,parking,2019-01-08 01:00:00,0.0
496,parking,2019-01-08 02:00:00,0.28460563654276455
497,parking,2019-01-08 03:00:00,0.0
498,parking,2019-01-08 04:00:00,0.0
499,parking,2019-01-08 05:00:00,0.0
500,parking,2019-01-08 06:00:00,0.0
501,parking,2019-01-08 07:00:00,0.0
502,parking,2019-01-08 08:00:00,9.15213403112335
503,parking,2019-01-08 09:00:00,0.0
504,parking,2019-01-08 10:00:00,0.0
505,parking,2019-01-08 11:00:00,5.057997734915516
506,parking,2019-01-08 12:00:00,0.0
507,parking,2019-01-08 13:00:00,0.0
508,parking,2019-01-08 14:00:00,0.0
509,parking,2019-01-08 15:00:00,0.0
510,parking,2019-01-08 16:00:00,2.047068148103916
511,parking,2019-01-08 17:00:00,3.3347623390970087
512,parking,2019-01-08 18:00:00,2.047068148103916
513,parking,2019-01-08 19:00:00,0.0
514,parking,2019-01-08 20:00:00,0.0
515,parking,2019-01-08 21:00:00,0.0
516,parking,2019-01-08 22:00:00,0.0
517,parking,2019-01-08 23:00:00,3.3347623390970087
518,parking,2019-01-09 00:00:00,0.0
519,parking,2019-01-09 01:00:00,0.0
520,parking,2019-01-09 02:00:00,0.0
521,parking,2019-01-09 03:00:00,0.0
522,parking,2019-01-09 04:00:00,0.0
523,parking,2019-01-09 05:00:00,0.0
524,parking,2019-01-09 06:00:00,0.0
525,parking,2019-01-09 07:00:00,0.0
526,parking,2019-01-09 08:00:00,2.331673784646681
527,parking,2019-01-09 09:00:00,0.0
528,parking,2019-01-09 10:00:00,0.0
529,parking,2019-01-09 11:00:00,0.0
530,parking,2019-01-09 12:00:00,2.047068148103916
531,parking,2019-01-09 13:00:00,0.0
532,parking,2019-01-09 14:00:00,0.0
533,parking,2019-01-09 15:00:00,5.057997734915516
534,parking,2019-01-09 16:00:00,2.047068148103916
535,parking,2019-01-09 17:00:00,0.0
536,parking,2019-01-09 18:00:00,0.0
537,parking,2019-01-09 19:00:00,0.0
538,parking,2019-01-09 20:00:00,0.0
539,parking,2019-01-09 21:00:00,0.28460563654276455
540,parking,2019-01-09 22:00:00,0.0
541,parking,2019-01-09 23:00:00,0.0
542,parking,2019-01-10 00:00:00,0.0
543,parking,2019-01-10 01:00:00,0.0
544,parking,2019-01-10 02:00:00,34.743561202215155
545,parking,2019-01-10 03:00:00,0.0
546,parking,2019-01-10 04:00:00,3.3347623390970087
547,parking,2019-01-10 05:00:00,0.0
548,parking,2019-01-10 06:00:00,0.0
549,parking,2019-01-10 07:00:00,0.0
550,parking,2019-01-10 08:00:00,9.436739667666114
551,parking,2019-01-10 09:00:00,0.0
552,parking,2019-01-10 10:00:00,0.0
553,parking,2019-01-10 11:00:00,0.0
554,parking,2019-01-10 12:00:00,0.0
555,parking,2019-01-10 13:00:00,0.0
556,parking,2019-01-10 14:00:00,0.0
557,parking,2019-01-10 15:00:00,0.0
558,parking,2019-01-10 16:00:00,0.0
559,parking,2019-01-10 17:00:00,5.057997734915516
560,parking,2019-01-10 18:00:00,0.0
561,parking,2019-01-10 19:00:00,5.057997734915516
562,parking,2019-01-10 20:00:00,0.0
563,parking,2019-01-10 21:00:00,0.0
564,parking,2019-01-10 22:00:00,0.0
565,parking,2019-01-10 23:00:00,0.0
566,parking,2019-01-11 00:00:00,0.0
567,parking,2019-01-11 01:00:00,0.0
568,parking,2019-01-11 02:00:00,0.0
569,parking,2019-01-11 03:00:00,0.0
570,parking,2019-01-11 04:00:00,0.0
571,parking,2019-01-11 05:00:00,0.0
572,parking,2019-01-11 06:00:00,0.0
573,parking,2019-01-11 07:00:00,0.0
574,parking,2019-01-11 08:00:00,13.735363445470806
575,parking,2019-01-11 09:00:00,0.0
576,parking,2019-01-11 10:00:00,0.0
577,parking,2019-01-11 11:00:00,0.0
578,parking,2019-01-11 12:00:00,0.0
579,parking,2019-01-11 13:00:00,0.0
580,parking,2019-01-11 14:00:00,0.0
581,parking,2019-01-11 15:00:00,0.0
582,parking,2019-01-11 16:00:00,0.0
583,parking,2019-01-11 17:00:00,0.0
584,parking,2019-01-11 18:00:00,0.0
585,parking,2019-01-11 19:00:00,0.0
586,parking,2019-01-11 20:00:00,0.0
587,parking,2019-01-11 21:00:00,0.0
588,parking,2019-01-11 22:00:00,0.0
589,parking,2019-01-11 23:00:00,0.0
590,parking,2019-01-12 00:00:00,0.0
591,parking,2019-01-12 01:00:00,0.0
592,parking,2019-01-12 02:00:00,0.0
593,parking,2019-01-12 03:00:00,5.057997734915516
