,uid,datetime,lat,lng,zone_id,datetime_clipped,ble_users
180,2d,2019-01-02 01:00:00.000000,34.000416290775604,-6.8570331738950285,Gare,1546390800000000000,"125d,146d,100c"
183,2d,2019-01-02 12:00:00.000000,34.0000323716858,-6.854876780023618,ENIM,1546430400000000000,"1d,120d"
185,2d,2019-01-03 08:00:00.000000,34.00533864884077,-6.849223529214747,Maisons 2,1546502400000000000,"13d,31d,39d,43d,60d,65f,105f,148f"
193,2d,2019-01-03 13:00:00.000000,34.003274286267725,-6.844882613883393,Arribat Center,1546520400000000000,102d
194,2d,2019-01-04 13:00:00.000000,33.99931417249296,-6.847532410733637,Maisons 1,1546606800000000000,"3d,101d,103d,128d,87f"
199,2d,2019-01-04 22:00:00.000000,34.000416290775604,-6.8570331738950285,Gare,1546639200000000000,"12d,62d,72d,105d,117d,127d,146d,60c,68f,108f,63e"
210,2d,2019-01-07 22:00:00.000000,34.003274286267725,-6.844882613883393,Arribat Center,1546898400000000000,"9d,43d,117f"
213,2d,2019-01-08 08:00:00.000000,34.00533864884077,-6.849223529214747,Maisons 2,1546934400000000000,"31d,43d,87d,122d,65f"
218,2d,2019-01-08 16:00:00.000000,34.000416290775604,-6.8570331738950285,Gare,1546963200000000000,84d
219,2d,2019-01-09 08:00:00.000000,34.00533864884077,-6.849223529214747,Maisons 2,1547020800000000000,"23d,60d,83d,133d,105f,139f"
225,2d,2019-01-09 21:00:00.000000,33.99931417249296,-6.847532410733637,Maisons 1,1547067600000000000,"47d,65d"
227,2d,2019-01-10 06:00:00.000000,34.00533864884077,-6.849223529214747,Maisons 2,1547100000000000000,"23d,43d"
229,2d,2019-01-10 23:00:00.000000,34.000416290775604,-6.8570331738950285,Gare,1547161200000000000,"25d,94d,28f,108f,87e"
234,2d,2019-01-11 08:00:00.000000,34.00533864884077,-6.849223529214747,Maisons 2,1547193600000000000,"43d,83d,68f"
237,2d,2019-01-12 00:00:00.000000,33.99931417249296,-6.847532410733637,Maisons 1,1547251200000000000,6d
238,2d,2019-01-12 09:00:00.000000,33.99931417249296,-6.847532410733637,Maisons 1,1547283600000000000,"22d,45d,54d,65f"
242,2d,2019-01-13 22:00:00.000000,34.0000323716858,-6.854876780023618,ENIM,1547416800000000000,"1d,6d,31d,44d,91d,143d"
248,2d,2019-01-15 03:00:00.000000,34.00533864884077,-6.849223529214747,Maisons 2,1547521200000000000,"51d,60d"
286,3d,2019-01-01 22:00:00.000000,34.003274286267725,-6.844882613883393,Arribat Center,1546380000000000000,"16d,83d,38f,134f"
290,3d,2019-01-02 13:00:00.000000,33.99931417249296,-6.847532410733637,Maisons 1,1546434000000000000,"86d,120f"
292,3d,2019-01-02 19:00:00.000000,33.99968865979286,-6.852435083760751,EMI,1546455600000000000,5f
293,3d,2019-01-03 08:00:00.000000,34.003274286267725,-6.844882613883393,Arribat Center,1546502400000000000,"33d,65d,68d,69d,93d,101d,119d,117f"
301,3d,2019-01-03 11:00:00.000000,33.99968865979286,-6.852435083760751,EMI,1546513200000000000,"10d,36d,61d,122f"
305,3d,2019-01-03 19:00:00.000000,33.99931417249296,-6.847532410733637,Maisons 1,1546542000000000000,101d
306,3d,2019-01-04 09:00:00.000000,33.99968865979286,-6.852435083760751,EMI,1546592400000000000,"1d,14d,113d"
309,3d,2019-01-04 13:00:00.000000,33.99931417249296,-6.847532410733637,Maisons 1,1546606800000000000,"2d,101d,103d,128d,87f"
314,3d,2019-01-04 15:00:00.000000,34.00533864884077,-6.849223529214747,Maisons 2,1546614000000000000,"60d,68d"
316,3d,2019-01-05 15:00:00.000000,33.99931417249296,-6.847532410733637,Maisons 1,1546700400000000000,"42d,150d,135f"
319,3d,2019-01-05 18:00:00.000000,34.003274286267725,-6.844882613883393,Arribat Center,1546711200000000000,"16d,114d,26f,12e"
323,3d,2019-01-05 19:00:00.000000,34.00533864884077,-6.849223529214747,Maisons 2,1546714800000000000,"60d,123d,135f"
326,3d,2019-01-05 22:00:00.000000,34.003274286267725,-6.844882613883393,Arribat Center,1546725600000000000,13f
327,3d,2019-01-06 08:00:00.000000,34.003274286267725,-6.844882613883393,Arribat Center,1546761600000000000,"16d,65d,120f"
330,3d,2019-01-06 17:00:00.000000,34.00533864884077,-6.849223529214747,Maisons 2,1546794000000000000,"123d,68f"
332,3d,2019-01-06 21:00:00.000000,34.003274286267725,-6.844882613883393,Arribat Center,1546808400000000000,"69d,82d"
334,3d,2019-01-07 17:00:00.000000,33.99931417249296,-6.847532410733637,Maisons 1,1546880400000000000,"22d,145d,99f"
337,3d,2019-01-07 21:00:00.000000,33.99968865979286,-6.852435083760751,EMI,1546894800000000000,"47d,91d,113d"
340,3d,2019-01-08 08:00:00.000000,34.003274286267725,-6.844882613883393,Arribat Center,1546934400000000000,"6d,57d,58d,71d,119d,131f,134f,143f"
348,3d,2019-01-08 15:00:00.000000,33.99931417249296,-6.847532410733637,Maisons 1,1546959600000000000,65d
349,3d,2019-01-08 17:00:00.000000,34.003274286267725,-6.844882613883393,Arribat Center,1546966800000000000,"58d,65d"
351,3d,2019-01-08 20:00:00.000000,33.99968865979286,-6.852435083760751,EMI,1546977600000000000,"8d,122f"
353,3d,2019-01-09 08:00:00.000000,34.003274286267725,-6.844882613883393,Arribat Center,1547020800000000000,"58d,67d,68d,120f,131f"
358,3d,2019-01-10 08:00:00.000000,34.003274286267725,-6.844882613883393,Arribat Center,1547107200000000000,"6d,16d,39d,57d,58d,65d,53f,55f"
366,3d,2019-01-13 22:00:00.000000,34.00533864884077,-6.849223529214747,Maisons 2,1547416800000000000,"20d,43d,68d,118d,124f"
371,3d,2019-01-14 08:00:00.000000,34.003274286267725,-6.844882613883393,Arribat Center,1547452800000000000,"6d,22d,68d,69d,112d,118d,53f,55f"
409,4d,2019-01-04 23:00:00.000000,34.000416290775604,-6.8570331738950285,Gare,1546642800000000000,"27d,30d,90d,134d,137d"
414,4d,2019-01-05 02:00:00.000000,34.00229617808194,-6.852955074799137,Carrefour,1546653600000000000,"79d,61f,89e"
417,4d,2019-01-05 08:00:00.000000,34.00229617808194,-6.852955074799137,Carrefour,1546675200000000000,"19d,26d,75d,84d,91d,102d,107d,135d,144d,3f,22f"
428,4d,2019-01-05 21:00:00.000000,33.99968865979286,-6.852435083760751,EMI,1546722000000000000,"89d,149d,65c,84f"
432,4d,2019-01-06 08:00:00.000000,34.00229617808194,-6.852955074799137,Carrefour,1546761600000000000,"49d,70d,91d,135d,144d,22f,88f,70e"
440,4d,2019-01-07 01:00:00.000000,34.000416290775604,-6.8570331738950285,Gare,1546822800000000000,"93d,117d"
442,4d,2019-01-07 12:00:00.000000,34.00229617808194,-6.852955074799137,Carrefour,1546862400000000000,"116d,144d"
444,4d,2019-01-07 19:00:00.000000,34.000416290775604,-6.8570331738950285,Gare,1546887600000000000,"21d,30d,72d,107d,137d"
449,4d,2019-01-08 08:00:00.000000,34.00229617808194,-6.852955074799137,Carrefour,1546934400000000000,"19d,55d,102d,107d,115d,22f,122f"
456,4d,2019-01-09 21:00:00.000000,34.000416290775604,-6.8570331738950285,Gare,1547067600000000000,"35d,53d,107d,39f,127f,137f"
462,4d,2019-01-09 22:00:00.000000,34.00229617808194,-6.852955074799137,Carrefour,1547071200000000000,"19d,99d,102d,61f,82f,135f"
468,4d,2019-01-10 08:00:00.000000,34.00229617808194,-6.852955074799137,Carrefour,1547107200000000000,"53d,88d,144d,3f"
472,4d,2019-01-10 18:00:00.000000,34.000416290775604,-6.8570331738950285,Gare,1547143200000000000,"71d,81d,104d,120d,141d,90f,133f"
479,4d,2019-01-11 08:00:00.000000,34.00229617808194,-6.852955074799137,Carrefour,1547193600000000000,"19d,26d,53d,55d,102d,116d,146d,3f,22f,69f,122f"
490,4d,2019-01-12 00:00:00.000000,34.000416290775604,-6.8570331738950285,Gare,1547251200000000000,81d
491,4d,2019-01-12 21:00:00.000000,34.00229617808194,-6.852955074799137,Carrefour,1547326800000000000,"49d,102d,90f"
494,4d,2019-01-14 01:00:00.000000,34.000416290775604,-6.8570331738950285,Gare,1547427600000000000,"7d,9d"
496,4d,2019-01-14 12:00:00.000000,34.00229617808194,-6.852955074799137,Carrefour,1547467200000000000,"19d,102d,68c"
527,5d,2019-01-01 19:00:00.000000,33.99968865979286,-6.852435083760751,EMI,1546369200000000000,"79d,91d,131d,13f,99f"
532,5d,2019-01-01 21:00:00.000000,33.99931417249296,-6.847532410733637,Maisons 1,1546376400000000000,"24d,55d,79d,125d"
536,5d,2019-01-02 11:00:00.000000,33.99968865979286,-6.852435083760751,EMI,1546426800000000000,"89d,3e"
538,5d,2019-01-02 18:00:00.000000,33.99931417249296,-6.847532410733637,Maisons 1,1546452000000000000,"103d,20e"
540,5d,2019-01-03 08:00:00.000000,33.99931417249296,-6.847532410733637,Maisons 1,1546502400000000000,"82d,115d,150d,38f"
544,5d,2019-01-04 16:00:00.000000,33.99968865979286,-6.852435083760751,EMI,1546617600000000000,"10d,46d,56d"
547,5d,2019-01-05 08:00:00.000000,33.99931417249296,-6.847532410733637,Maisons 1,1546675200000000000,134d
548,5d,2019-01-05 22:00:00.000000,33.99968865979286,-6.852435083760751,EMI,1546725600000000000,"10d,80d,94f"
551,5d,2019-01-06 08:00:00.000000,33.99931417249296,-6.847532410733637,Maisons 1,1546761600000000000,"20d,21d,118d,134d,145d,149d,75c"
558,5d,2019-01-06 14:00:00.000000,34.00229617808194,-6.852955074799137,Carrefour,1546783200000000000,"13d,13c"
560,5d,2019-01-06 16:00:00.000000,33.99931417249296,-6.847532410733637,Maisons 1,1546790400000000000,"22d,14f"
562,5d,2019-01-06 17:00:00.000000,33.99968865979286,-6.852435083760751,EMI,1546794000000000000,"18d,42d,94d,108d,13f,90f"
568,5d,2019-01-06 22:00:00.000000,33.99931417249296,-6.847532410733637,Maisons 1,1546812000000000000,"121d,55f"
570,5d,2019-01-07 02:00:00.000000,33.99931417249296,-6.847532410733637,Maisons 1,1546826400000000000,"150d,38f"
572,5d,2019-01-08 13:00:00.000000,34.00229617808194,-6.852955074799137,Carrefour,1546952400000000000,"49d,119d,132f"
575,5d,2019-01-08 19:00:00.000000,33.99931417249296,-6.847532410733637,Maisons 1,1546974000000000000,"130d,147d,68f"
578,5d,2019-01-09 08:00:00.000000,33.99931417249296,-6.847532410733637,Maisons 1,1547020800000000000,"79d,103d,124d,69f"
582,5d,2019-01-09 20:00:00.000000,33.99968865979286,-6.852435083760751,EMI,1547064000000000000,"23d,110d,144d,29f,82f,98f"
588,5d,2019-01-10 06:00:00.000000,33.99931417249296,-6.847532410733637,Maisons 1,1547100000000000000,125d
589,5d,2019-01-11 20:00:00.000000,33.99968865979286,-6.852435083760751,EMI,1547236800000000000,"92d,142d"
591,5d,2019-01-12 08:00:00.000000,33.99931417249296,-6.847532410733637,Maisons 1,1547280000000000000,"103d,125d,14f,38f,99f"
596,5d,2019-01-12 23:00:00.000000,34.00229617808194,-6.852955074799137,Carrefour,1547334000000000000,"16d,55d,83d,138d,68e"
601,5d,2019-01-13 20:00:00.000000,33.99968865979286,-6.852435083760751,EMI,1547409600000000000,"36d,49d,77d,117d,123f"
606,5d,2019-01-14 08:00:00.000000,33.99931417249296,-6.847532410733637,Maisons 1,1547452800000000000,"15d,54d,86d,140d,145d,149d,69f"
613,5d,2019-01-14 13:00:00.000000,33.99968865979286,-6.852435083760751,EMI,1547470800000000000,"76f,98f"
615,5d,2019-01-14 22:00:00.000000,34.0000323716858,-6.854876780023618,ENIM,1547503200000000000,"23d,41d,52d,63d,85d,104d,127d,137d"
659,6d,2019-01-02 15:00:00.000000,34.0000323716858,-6.854876780023618,ENIM,1546441200000000000,107d
660,6d,2019-01-02 18:00:00.000000,34.003274286267725,-6.844882613883393,Arribat Center,1546452000000000000,123d
661,6d,2019-01-03 18:00:00.000000,34.0000323716858,-6.854876780023618,ENIM,1546538400000000000,"37d,112d,51f,57f"
665,6d,2019-01-04 08:00:00.000000,34.003274286267725,-6.844882613883393,Arribat Center,1546588800000000000,"58d,93d,99d,101d,117f"
670,6d,2019-01-07 22:00:00.000000,34.0000323716858,-6.854876780023618,ENIM,1546898400000000000,"10d,25d,56d,71d"
674,6d,2019-01-08 08:00:00.000000,34.003274286267725,-6.844882613883393,Arribat Center,1546934400000000000,"3d,57d,58d,71d,119d,131f,134f,143f"
682,6d,2019-01-08 23:00:00.000000,34.0000323716858,-6.854876780023618,ENIM,1546988400000000000,"75d,77d,130d,14f,90f"
687,6d,2019-01-09 11:00:00.000000,34.0000323716858,-6.854876780023618,ENIM,1547031600000000000,"83d,129d"
689,6d,2019-01-09 17:00:00.000000,34.000416290775604,-6.8570331738950285,Gare,1547053200000000000,"14d,101d,124d"
692,6d,2019-01-10 08:00:00.000000,34.003274286267725,-6.844882613883393,Arribat Center,1547107200000000000,"3d,16d,39d,57d,58d,65d,53f,55f"
700,6d,2019-01-10 13:00:00.000000,33.99931417249296,-6.847532410733637,Maisons 1,1547125200000000000,42d
701,6d,2019-01-10 22:00:00.000000,34.003274286267725,-6.844882613883393,Arribat Center,1547157600000000000,"69d,83d,112d,119d,53f"
706,6d,2019-01-12 00:00:00.000000,33.99931417249296,-6.847532410733637,Maisons 1,1547251200000000000,2d
707,6d,2019-01-12 13:00:00.000000,34.0000323716858,-6.854876780023618,ENIM,1547298000000000000,"11d,64d"
709,6d,2019-01-13 04:00:00.000000,34.003274286267725,-6.844882613883393,Arribat Center,1547352000000000000,"68d,53f"
711,6d,2019-01-13 22:00:00.000000,34.0000323716858,-6.854876780023618,ENIM,1547416800000000000,"1d,2d,31d,44d,91d,143d"
717,6d,2019-01-14 08:00:00.000000,34.003274286267725,-6.844882613883393,Arribat Center,1547452800000000000,"3d,22d,68d,69d,112d,118d,53f,55f"
751,7d,2019-01-02 21:00:00.000000,34.00229617808194,-6.852955074799137,Carrefour,1546462800000000000,"16d,91d,134f"
754,7d,2019-01-03 08:00:00.000000,33.99968865979286,-6.852435083760751,EMI,1546502400000000000,"73d,90d,67f,90f"
758,7d,2019-01-03 21:00:00.000000,34.0000323716858,-6.854876780023618,ENIM,1546549200000000000,"28d,111d,120d,99f"
762,7d,2019-01-04 15:00:00.000000,34.00229617808194,-6.852955074799137,Carrefour,1546614000000000000,98c
763,7d,2019-01-04 18:00:00.000000,33.99968865979286,-6.852435083760751,EMI,1546624800000000000,"62d,83d,89d,90d,94d,65f"
769,7d,2019-01-04 19:00:00.000000,34.00229617808194,-6.852955074799137,Carrefour,1546628400000000000,"91d,138d,146d,93c"
773,7d,2019-01-04 22:00:00.000000,33.99968865979286,-6.852435083760751,EMI,1546639200000000000,84f
774,7d,2019-01-05 08:00:00.000000,33.99968865979286,-6.852435083760751,EMI,1546675200000000000,"74d,80d,97d,26f,82f"
779,7d,2019-01-05 23:00:00.000000,34.0000323716858,-6.854876780023618,ENIM,1546729200000000000,"9d,20d,50d,75d,120d,26f,79f"
786,7d,2019-01-06 08:00:00.000000,33.99968865979286,-6.852435083760751,EMI,1546761600000000000,"14d,56d,73d,90d,107d,84f"
792,7d,2019-01-08 23:00:00.000000,34.00229617808194,-6.852955074799137,Carrefour,1546988400000000000,"144d,134f"
794,7d,2019-01-09 06:00:00.000000,33.99968865979286,-6.852435083760751,EMI,1547013600000000000,"35d,131d,86c,84f"
798,7d,2019-01-13 11:00:00.000000,34.00229617808194,-6.852955074799137,Carrefour,1547377200000000000,"16d,145d"
800,7d,2019-01-14 01:00:00.000000,34.000416290775604,-6.8570331738950285,Gare,1547427600000000000,"4d,9d"
802,7d,2019-01-14 02:00:00.000000,33.99968865979286,-6.852435083760751,EMI,1547431200000000000,"37d,79c"
835,8d,2019-01-01 23:00:00.000000,33.99968865979286,-6.852435083760751,EMI,1546383600000000000,"67d,55f,122f,132f"
839,8d,2019-01-02 11:00:00.000000,34.0000323716858,-6.854876780023618,ENIM,1546426800000000000,"91d,97d,137d,138d,57f,146f"
845,8d,2019-01-04 14:00:00.000000,33.99968865979286,-6.852435083760751,EMI,1546610400000000000,"14d,142d"
847,8d,2019-01-04 22:00:00.000000,34.0000323716858,-6.854876780023618,ENIM,1546639200000000000,"11d,41d,54d,69c,3f,98f,123f"
854,8d,2019-01-06 21:00:00.000000,33.99968865979286,-6.852435083760751,EMI,1546808400000000000,"46d,90d,119d,2f,94f"
859,8d,2019-01-06 22:00:00.000000,34.0000323716858,-6.854876780023618,ENIM,1546812000000000000,"37d,47d,57d,96d,110d,137d"
865,8d,2019-01-07 08:00:00.000000,34.0000323716858,-6.854876780023618,ENIM,1546848000000000000,"18d,28d,38d,62d,63d,77d,130d,143d,29f"
874,8d,2019-01-08 20:00:00.000000,33.99968865979286,-6.852435083760751,EMI,1546977600000000000,"3d,122f"
876,8d,2019-01-09 08:00:00.000000,34.0000323716858,-6.854876780023618,ENIM,1547020800000000000,"11d,30d,63d"
879,8d,2019-01-09 18:00:00.000000,33.99968865979286,-6.852435083760751,EMI,1547056800000000000,"26d,149d,5f"
882,8d,2019-01-09 21:00:00.000000,34.0000323716858,-6.854876780023618,ENIM,1547067600000000000,"34d,77d,104d,129d,130d,138d"
888,8d,2019-01-10 14:00:00.000000,34.000416290775604,-6.8570331738950285,Gare,1547128800000000000,"69d,84d,89d,125d"
892,8d,2019-01-10 20:00:00.000000,34.000416290775604,-6.8570331738950285,Gare,1547150400000000000,"10d,19d,56d,66d,3f,51f,143f"
899,8d,2019-01-11 05:00:00.000000,33.99968865979286,-6.852435083760751,EMI,1547182800000000000,10d
900,8d,2019-01-11 14:00:00.000000,34.00533864884077,-6.849223529214747,Maisons 2,1547215200000000000,117f
901,8d,2019-01-12 02:00:00.000000,33.99968865979286,-6.852435083760751,EMI,1547258400000000000,"46d,131d"
903,8d,2019-01-12 08:00:00.000000,34.0000323716858,-6.854876780023618,ENIM,1547280000000000000,"1d,17d,31d,38d,63d,104d,116d,146d,51f,57f,98f"
914,8d,2019-01-12 18:00:00.000000,34.000416290775604,-6.8570331738950285,Gare,1547316000000000000,"70d,79d,95d,104d,111d,126d,3f,22f,69f"
923,8d,2019-01-12 21:00:00.000000,34.00533864884077,-6.849223529214747,Maisons 2,1547326800000000000,"83d,110d"
925,8d,2019-01-13 08:00:00.000000,34.0000323716858,-6.854876780023618,ENIM,1547366400000000000,"32d,104d,52c,84c,75f,91f,98f,123f"
933,8d,2019-01-13 13:00:00.000000,34.000416290775604,-6.8570331738950285,Gare,1547384400000000000,"10d,72d,100d,51f,57f,131f,132f"
940,8d,2019-01-13 14:00:00.000000,33.99968865979286,-6.852435083760751,EMI,1547388000000000000,"99d,100d,43c"
943,8d,2019-01-14 02:00:00.000000,34.0000323716858,-6.854876780023618,ENIM,1547431200000000000,"100d,57f"
945,8d,2019-01-14 14:00:00.000000,33.99968865979286,-6.852435083760751,EMI,1547474400000000000,67f
946,8d,2019-01-14 16:00:00.000000,34.0000323716858,-6.854876780023618,ENIM,1547481600000000000,"69d,96d,117d"
949,8d,2019-01-14 18:00:00.000000,33.99968865979286,-6.852435083760751,EMI,1547488800000000000,"86d,89d,92d,144d"
953,8d,2019-01-14 20:00:00.000000,34.0000323716858,-6.854876780023618,ENIM,1547496000000000000,"9d,78d,91f"
956,8d,2019-01-14 21:00:00.000000,34.000416290775604,-6.8570331738950285,Gare,1547499600000000000,"84d,95d,121d,130d,141d,22f"
987,9d,2019-01-02 11:00:00.000000,34.000416290775604,-6.8570331738950285,Gare,1546426800000000000,"50d,95d,116d,68f,79f,132f"
993,9d,2019-01-02 15:00:00.000000,33.99968865979286,-6.852435083760751,EMI,1546441200000000000,"44d,48d,131d"
996,9d,2019-01-02 22:00:00.000000,34.0000323716858,-6.854876780023618,ENIM,1546466400000000000,"17d,61d,150f"
999,9d,2019-01-03 02:00:00.000000,34.000416290775604,-6.8570331738950285,Gare,1546480800000000000,"32c,95f"
1001,9d,2019-01-03 03:00:00.000000,34.000416290775604,-6.8570331738950285,Gare,1546484400000000000,"61d,8c"
1003,9d,2019-01-03 22:00:00.000000,34.003274286267725,-6.844882613883393,Arribat Center,1546552800000000000,"45d,57d"
1005,9d,2019-01-04 09:00:00.000000,34.000416290775604,-6.8570331738950285,Gare,1546592400000000000,"30d,66d,111d,5f"
1009,9d,2019-01-04 21:00:00.000000,34.0000323716858,-6.854876780023618,ENIM,1546635600000000000,"63d,104d,127d,79f"
1013,9d,2019-01-04 23:00:00.000000,34.00229617808194,-6.852955074799137,Carrefour,1546642800000000000,"15d,87f,135f"
1016,9d,2019-01-05 08:00:00.000000,34.000416290775604,-6.8570331738950285,Gare,1546675200000000000,"52d,59d,109d,110d,111d,129d,143d,5f"
1024,9d,2019-01-05 23:00:00.000000,34.0000323716858,-6.854876780023618,ENIM,1546729200000000000,"7d,20d,50d,75d,120d,26f,79f"
1031,9d,2019-01-06 02:00:00.000000,34.000416290775604,-6.8570331738950285,Gare,1546740000000000000,3f
1032,9d,2019-01-06 14:00:00.000000,34.0000323716858,-6.854876780023618,ENIM,1546783200000000000,"20d,101d"
1034,9d,2019-01-06 22:00:00.000000,34.000416290775604,-6.8570331738950285,Gare,1546812000000000000,"17d,48d,105d,129d,3f"
1039,9d,2019-01-07 22:00:00.000000,34.003274286267725,-6.844882613883393,Arribat Center,1546898400000000000,"2d,43d,117f"
1042,9d,2019-01-08 08:00:00.000000,34.000416290775604,-6.8570331738950285,Gare,1546934400000000000,"21d,52d,61d,80d,105d,5f,57f,108f"
1050,9d,2019-01-08 09:00:00.000000,34.003274286267725,-6.844882613883393,Arribat Center,1546938000000000000,"94f,120f"
1052,9d,2019-01-08 12:00:00.000000,34.000416290775604,-6.8570331738950285,Gare,1546948800000000000,"35d,60d,95d,88f"
1056,9d,2019-01-08 18:00:00.000000,34.0000323716858,-6.854876780023618,ENIM,1546970400000000000,"11d,20d,77d,126d"
1060,9d,2019-01-08 20:00:00.000000,34.000416290775604,-6.8570331738950285,Gare,1546977600000000000,"81d,126d,133d,139d,127f,131f"
1066,9d,2019-01-08 21:00:00.000000,34.003274286267725,-6.844882613883393,Arribat Center,1546981200000000000,"82d,83d,114d,124d,143f"
1071,9d,2019-01-09 08:00:00.000000,34.000416290775604,-6.8570331738950285,Gare,1547020800000000000,"20d,21d,52d,59d,97d,105d,110d,111d,132f"
1080,9d,2019-01-09 20:00:00.000000,34.0000323716858,-6.854876780023618,ENIM,1547064000000000000,"105d,109d,149d"
1083,9d,2019-01-10 08:00:00.000000,34.000416290775604,-6.8570331738950285,Gare,1547107200000000000,"105d,28f,86f"
1086,9d,2019-01-11 00:00:00.000000,34.0000323716858,-6.854876780023618,ENIM,1547164800000000000,"41d,61d,62d,90d,111d"
1091,9d,2019-01-11 03:00:00.000000,34.000416290775604,-6.8570331738950285,Gare,1547175600000000000,"41d,61d,111d"
1094,9d,2019-01-12 15:00:00.000000,33.99968865979286,-6.852435083760751,EMI,1547305200000000000,"75d,79f"
1096,9d,2019-01-12 17:00:00.000000,34.000416290775604,-6.8570331738950285,Gare,1547312400000000000,"29d,31d,77d,102d,146d,32c,17f,29f,89f"
1105,9d,2019-01-13 19:00:00.000000,34.00229617808194,-6.852955074799137,Carrefour,1547406000000000000,"26d,113d,120f"
1108,9d,2019-01-13 21:00:00.000000,33.99968865979286,-6.852435083760751,EMI,1547413200000000000,"48d,78d,88d,97d,113d,74c"
1114,9d,2019-01-14 01:00:00.000000,34.000416290775604,-6.8570331738950285,Gare,1547427600000000000,"4d,7d"
1116,9d,2019-01-14 02:00:00.000000,34.000416290775604,-6.8570331738950285,Gare,1547431200000000000,128d
1117,9d,2019-01-14 08:00:00.000000,34.0000323716858,-6.854876780023618,ENIM,1547452800000000000,"17d,37d,47d,62d,77d,85d,79f,123f"
1125,9d,2019-01-14 12:00:00.000000,34.000416290775604,-6.8570331738950285,Gare,1547467200000000000,"30d,64d,85d,88d,103d,116d,126d,68f"
1133,9d,2019-01-14 20:00:00.000000,34.0000323716858,-6.854876780023618,ENIM,1547496000000000000,"8d,78d,91f"
1136,9d,2019-01-15 05:00:00.000000,34.000416290775604,-6.8570331738950285,Gare,1547528400000000000,150f
1159,10d,2019-01-02 04:00:00.000000,33.99282281668282,-6.857832396698017,lot 3,1546401600000000000,"42d,128d"
1161,10d,2019-01-02 22:00:00.000000,33.99968865979286,-6.852435083760751,EMI,1546466400000000000,"18d,90f"
